,CustomerID,Recency,Frequency,Monetary,R,F,M
4244,18117.0,25,1,320.72,3,1,2
18,12365.0,291,3,320.69,1,3,2
2767,16096.0,264,1,320.62,1,1,2
1683,14622.0,184,1,320.58,1,1,2
1220,13986.0,17,1,320.46,3,1,2
570,13091.0,21,2,319.82,3,2,2
3225,16716.0,266,3,319.8,1,3,2
3195,16674.0,54,2,319.61,2,2,2
1424,14264.0,154,3,319.47,1,3,2
3073,16499.0,360,5,319.1,1,4,2
3417,16967.0,189,1,319.02,1,1,2
3597,17229.0,96,2,318.76,2,2,2
3613,17248.0,120,1,318.65,2,1,2
1746,14703.0,14,1,318.17,4,1,2
2230,15363.0,241,2,318.05,1,2,2
249,12648.0,154,1,318.05,1,1,2
4205,18066.0,75,1,318.0,2,1,2
3626,17267.0,127,2,317.62,2,2,2
2988,16386.0,28,2,317.2,3,2,2
2247,15385.0,40,1,316.88,3,1,2
2141,15243.0,74,1,316.68,2,1,2
3262,16761.0,96,1,316.62,2,1,2
2109,15204.0,357,1,316.58,1,1,2
3765,17458.0,15,1,316.5,4,1,2
864,13494.0,311,1,316.26,1,1,2
1576,14479.0,253,2,316.25,1,2,2
2405,15597.0,29,2,315.72,3,2,2
219,12614.0,277,1,315.6,1,1,2
2763,16091.0,154,2,315.06,1,2,2
2535,15766.0,64,1,315.06,2,1,2
3054,16473.0,164,4,314.86,1,3,2
3605,17237.0,11,2,314.69,4,2,2
2848,16193.0,236,1,314.45,1,1,2
251,12650.0,3,1,314.44,4,1,2
1888,14902.0,21,2,314.11,3,2,2
2676,15970.0,303,1,314.1,1,1,2
855,13484.0,241,1,313.8,1,1,2
430,12888.0,214,4,313.77,1,3,2
3128,16582.0,113,1,313.62,2,1,2
1764,14729.0,373,1,313.49,1,1,2
2619,15880.0,369,2,313.28,1,2,2
3559,17172.0,74,2,313.26,2,2,2
1116,13845.0,64,1,312.98,2,1,2
2198,15318.0,3,1,312.62,4,1,2
3244,16739.0,172,2,312.55,1,2,2
389,12834.0,282,1,312.38,1,1,2
3690,17362.0,239,2,312.23,1,2,2
3490,17070.0,114,1,312.14,2,1,2
3037,16450.0,149,1,311.92,1,1,2
1334,14142.0,373,1,311.81,1,1,2
2204,15326.0,333,1,311.71,1,1,2
1918,14951.0,79,1,311.69,2,1,2
1465,14327.0,163,1,311.65,1,1,2
1223,13990.0,213,1,311.3,1,1,2
4050,17854.0,185,2,311.26,1,2,2
1158,13897.0,50,1,311.16,2,1,2
3625,17266.0,2,3,310.64,4,3,2
2096,15185.0,70,1,310.62,2,1,2
2126,15224.0,358,3,310.48,1,3,2
1904,14924.0,245,1,310.05,1,1,2
2030,15101.0,8,3,310.03,4,3,2
2456,15661.0,317,2,309.8,1,2,2
2483,15699.0,17,1,309.65,3,1,2
1845,14847.0,148,1,309.4,1,1,2
3871,17604.0,217,2,309.36,1,2,2
427,12884.0,88,1,309.05,2,1,2
1074,13787.0,75,2,309.04,2,2,2
1957,15010.0,35,1,308.94,3,1,2
1008,13699.0,155,1,308.58,1,1,2
3800,17510.0,24,1,308.48,3,1,2
2874,16227.0,219,2,308.32,1,2,2
1378,14206.0,239,2,308.26,1,2,2
2791,16123.0,51,1,307.78,2,1,2
895,13529.0,78,2,307.76,2,2,2
795,13395.0,185,1,307.72,1,1,2
548,13060.0,253,1,307.53,1,1,2
3525,17120.0,233,1,307.46,1,1,2
1180,13932.0,294,1,307.4,1,1,2
610,13142.0,19,1,307.09,3,1,2
2017,15087.0,281,1,306.94,1,1,2
3832,17551.0,359,1,306.84,1,1,2
3190,16668.0,15,6,306.72,4,4,2
3667,17334.0,301,3,306.6,1,3,2
1023,13718.0,246,2,306.55,1,2,2
3548,17157.0,7,3,306.55,4,3,2
2454,15659.0,43,1,306.45,3,1,2
3563,17176.0,201,1,306.13,1,1,2
2121,15219.0,176,1,305.75,1,1,2
355,12785.0,2,2,305.71,4,2,2
3292,16796.0,89,1,305.62,2,1,2
2837,16181.0,73,1,305.54,2,1,2
538,13045.0,99,1,305.28,2,1,2
228,12623.0,276,1,305.1,1,1,2
987,13667.0,149,1,305.02,1,1,2
4120,17941.0,130,1,304.56,2,1,2
2081,15163.0,18,2,304.47,3,2,2
4296,18185.0,249,1,304.25,1,1,2
3970,17732.0,372,1,303.97,1,1,2
758,13343.0,172,2,303.93,1,2,2
2997,16400.0,94,1,303.93,2,1,2
566,13083.0,4,2,303.75,4,2,2
3206,16689.0,75,3,303.26,2,3,2
3746,17433.0,88,1,303.16,2,1,2
1998,15060.0,8,4,303.09,4,3,2
3017,16425.0,302,1,302.7,1,1,2
1415,14248.0,318,1,302.58,1,1,2
4279,18165.0,177,1,302.46,1,1,2
2774,16104.0,61,1,302.36,2,1,2
2191,15308.0,270,2,302.27,1,2,2
1994,15054.0,12,2,302.1,4,2,2
3224,16715.0,78,1,301.72,2,1,2
2460,15667.0,39,1,301.32,3,1,2
2070,15148.0,10,1,301.29,4,1,2
2426,15623.0,141,1,301.03,2,1,2
4149,17978.0,365,1,300.92,1,1,2
3022,16430.0,57,1,300.85,2,1,2
3059,16479.0,10,2,300.83,4,2,2
1789,14762.0,263,1,300.52,1,1,2
728,13304.0,351,1,300.42,1,1,2
2150,15254.0,127,1,300.36,2,1,2
403,12852.0,290,2,299.75,1,2,2
2999,16402.0,264,2,299.6,1,2,2
1129,13863.0,245,2,299.56,1,2,2
4316,18215.0,89,1,299.34,2,1,2
3528,17124.0,185,1,298.89,1,1,2
3619,17255.0,40,2,298.41,3,2,2
4030,17824.0,51,1,298.4,2,1,2
3928,17678.0,263,1,298.11,1,1,2
424,12881.0,275,1,298.0,1,1,2
841,13466.0,100,2,297.95,2,2,2
4321,18220.0,219,2,297.78,1,2,2
4196,18053.0,66,2,297.07,2,2,2
2604,15857.0,18,1,297.0,3,1,2
1015,13708.0,271,1,296.88,1,1,2
1944,14985.0,198,2,296.75,1,2,2
4200,18059.0,9,4,296.71,4,3,2
826,13441.0,91,1,296.64,2,1,2
1049,13751.0,288,1,296.25,1,1,2
873,13504.0,64,1,295.93,2,1,2
4098,17912.0,310,6,295.61,1,4,2
3281,16781.0,365,2,294.65,1,2,2
924,13573.0,50,2,294.4,2,2,2
1777,14747.0,247,2,294.3,1,2,2
3796,17506.0,70,2,294.29,2,2,2
2509,15732.0,212,2,294.12,1,2,2
3819,17531.0,120,2,293.45,2,2,2
3553,17163.0,21,2,293.1,3,2,1
2367,15545.0,54,2,292.72,2,2,1
3230,16721.0,262,1,292.47,1,1,1
3409,16956.0,9,2,292.34,4,2,1
694,13259.0,61,1,292.32,2,1,1
871,13502.0,16,3,292.0,4,3,1
829,13449.0,23,1,291.88,3,1,1
1045,13745.0,151,2,291.54,1,2,1
903,13544.0,39,2,291.41,3,2,1
1710,14656.0,169,2,291.05,1,2,1
851,13479.0,198,3,291.0,1,3,1
1915,14947.0,72,2,290.82,2,2,1
3936,17691.0,358,2,290.4,1,2,1
3091,16526.0,171,1,290.36,1,1,1
3498,17081.0,25,2,290.16,3,2,1
1804,14784.0,26,2,289.99,3,2,1
3771,17464.0,158,1,289.96,1,1,1
1474,14339.0,234,4,289.91,1,3,1
1920,14953.0,25,1,289.82,3,1,1
1350,14162.0,173,2,289.36,1,2,1
2793,16125.0,367,1,289.35,1,1,1
1635,14549.0,311,1,289.24,1,1,1
3791,17501.0,220,2,288.6,1,2,1
3300,16808.0,99,2,288.42,2,2,1
2255,15396.0,112,1,288.18,2,1,1
4148,17977.0,29,1,288.14,3,1,1
3989,17760.0,21,2,287.59,3,2,1
3024,16432.0,64,1,287.4,2,1,1
3438,16998.0,149,6,287.02,1,4,1
1057,13760.0,54,2,286.79,2,2,1
3110,16555.0,35,2,285.89,3,2,1
1714,14660.0,86,2,285.74,2,2,1
3497,17080.0,22,3,285.5,3,3,1
3021,16429.0,106,1,284.55,2,1,1
825,13439.0,255,1,283.71,1,1,1
4005,17783.0,72,2,283.47,2,2,1
3615,17251.0,362,1,283.28,1,1,1
3939,17694.0,141,1,283.12,2,1,1
1052,13754.0,151,2,282.6,1,2,1
637,13177.0,64,1,282.45,2,1,1
3612,17247.0,15,1,282.19,4,1,1
3112,16557.0,24,2,281.85,3,2,1
3721,17403.0,36,1,281.62,3,1,1
3331,16848.0,52,1,281.42,2,1,1
2917,16292.0,117,2,280.9,2,2,1
1410,14242.0,234,2,280.55,1,2,1
947,13606.0,29,3,280.54,3,3,1
2813,16149.0,4,2,280.52,4,2,1
1939,14975.0,57,1,279.94,2,1,1
2376,15556.0,24,1,279.77,3,1,1
1577,14480.0,11,1,279.05,4,1,1
4007,17786.0,85,2,278.74,2,2,1
1847,14850.0,311,2,278.15,1,2,1
1893,14908.0,74,1,277.8,2,1,1
2171,15279.0,354,2,277.41,1,2,1
4140,17968.0,373,1,277.35,1,1,1
1083,13803.0,255,1,277.07,1,1,1
2225,15355.0,29,2,277.05,3,2,1
3353,16883.0,187,2,276.73,1,2,1
706,13272.0,31,2,276.56,3,2,1
1602,14508.0,22,2,276.42,3,2,1
332,12750.0,128,1,275.88,2,1,1
3302,16810.0,192,2,275.64,1,2,1
2920,16297.0,212,4,275.4,1,3,1
1604,14512.0,187,2,275.28,1,2,1
293,12703.0,64,2,274.7,2,2,1
4299,18190.0,192,3,274.51,1,3,1
2929,16313.0,3,2,274.15,4,2,1
3235,16727.0,364,1,272.82,1,1,1
3618,17254.0,4,2,272.44,4,2,1
567,13085.0,157,3,272.38,1,3,1
3788,17498.0,75,1,272.22,2,1,1
1829,14819.0,64,2,272.07,2,2,1
1167,13917.0,49,2,272.04,3,2,1
1826,14816.0,197,1,271.85,1,1,1
546,13058.0,24,3,271.4,3,3,1
1111,13837.0,211,2,271.24,1,2,1
3994,17767.0,15,1,271.2,4,1,1
3787,17496.0,358,1,271.05,1,1,1
3446,17011.0,30,1,270.9,3,1,1
3176,16648.0,38,2,270.86,3,2,1
2539,15774.0,68,1,270.8,2,1,1
898,13533.0,182,3,270.79,1,3,1
1610,14520.0,1,2,270.6,4,2,1
682,13242.0,112,3,270.4,2,3,1
3508,17094.0,318,2,270.2,1,2,1
2416,15609.0,182,2,270.03,1,2,1
1763,14727.0,274,1,268.58,1,1,1
2264,15408.0,264,1,267.18,1,1,1
3831,17550.0,197,3,267.16,1,3,1
2200,15320.0,44,1,267.13,3,1,1
3952,17708.0,187,2,267.08,1,2,1
2344,15517.0,233,1,267.03,1,1,1
3038,16451.0,87,1,266.97,2,1,1
1859,14863.0,29,1,266.76,3,1,1
2046,15119.0,245,1,266.4,1,1,1
480,12962.0,7,2,266.39,4,2,1
1963,15019.0,266,1,266.0,1,1,1
3893,17636.0,8,2,265.93,4,2,1
1281,14068.0,320,1,265.85,1,1,1
3743,17430.0,32,2,265.76,3,2,1
1535,14423.0,218,1,265.2,1,1,1
1209,13973.0,287,1,264.7,1,1,1
4237,18108.0,248,2,264.65,1,2,1
2641,15912.0,178,2,264.62,1,2,1
1557,14452.0,10,2,264.44,4,2,1
779,13369.0,354,2,263.75,1,2,1
2628,15894.0,253,2,263.55,1,2,1
117,12492.0,63,2,263.21,2,2,1
3394,16936.0,25,1,262.68,3,1,1
3575,17194.0,273,2,262.62,1,2,1
3008,16413.0,56,1,262.2,2,1,1
3708,17385.0,14,1,261.11,4,1,1
646,13189.0,18,2,260.68,3,2,1
1270,14053.0,124,2,260.25,2,2,1
1959,15014.0,43,2,260.17,3,2,1
2065,15143.0,225,1,259.45,1,1,1
1340,14149.0,212,3,259.43,1,3,1
2867,16217.0,235,4,259.39,1,3,1
3529,17125.0,50,1,259.35,2,1,1
597,13127.0,77,1,259.17,2,1,1
3034,16447.0,135,1,259.01,2,1,1
2391,15577.0,151,3,258.88,1,3,1
1898,14915.0,85,3,258.83,2,3,1
1483,14350.0,270,2,258.7,1,2,1
709,13277.0,15,4,258.4,4,3,1
671,13227.0,201,1,257.7,1,1,1
1499,14375.0,185,1,257.68,1,1,1
957,13626.0,252,1,257.23,1,1,1
68,12430.0,43,1,256.4,3,1,1
1086,13806.0,63,1,256.38,2,1,1
4087,17896.0,23,1,256.32,3,1,1
1788,14761.0,58,2,255.9,2,2,1
2170,15277.0,46,1,255.9,3,1,1
1871,14881.0,19,1,255.4,3,1,1
2873,16226.0,203,3,255.12,1,3,1
2156,15261.0,135,1,254.82,2,1,1
593,13121.0,269,2,254.73,1,2,1
211,12604.0,79,2,254.18,2,2,1
1791,14765.0,29,3,254.11,3,3,1
2476,15689.0,119,2,254.1,2,2,1
384,12829.0,322,3,253.05,1,3,1
2531,15759.0,218,3,253.04,1,3,1
4056,17860.0,368,1,252.8,1,1,1
1977,15035.0,89,1,252.73,2,1,1
801,13404.0,1,2,252.49,4,2,1
2218,15346.0,332,1,252.42,1,1,1
4168,18009.0,235,2,252.24,1,2,1
972,13645.0,120,1,252.1,2,1,1
1018,13711.0,218,2,252.06,1,2,1
3322,16836.0,39,2,251.87,3,2,1
3547,17155.0,17,2,251.7,3,2,1
3421,16976.0,267,1,251.52,1,1,1
2718,16024.0,12,1,251.24,4,1,1
880,13512.0,260,1,251.21,1,1,1
1790,14764.0,43,2,250.55,3,2,1
655,13207.0,15,2,250.26,4,2,1
3139,16596.0,15,2,250.15,4,2,1
3648,17303.0,361,1,250.04,1,1,1
2338,15510.0,330,1,250.0,1,1,1
3763,17456.0,365,1,249.86,1,1,1
3572,17190.0,58,3,249.74,2,3,1
4165,18005.0,3,2,249.72,4,2,1
3519,17111.0,47,1,248.61,3,1,1
549,13061.0,72,1,248.61,2,1,1
4314,18212.0,326,1,248.42,1,1,1
3080,16510.0,372,1,248.1,1,1,1
2026,15097.0,4,1,248.08,4,1,1
937,13592.0,35,4,247.96,3,3,1
2035,15107.0,311,8,247.66,1,4,1
763,13349.0,10,1,247.32,4,1,1
1712,14658.0,5,2,247.15,4,2,1
3476,17051.0,194,1,247.14,1,1,1
2546,15783.0,10,1,246.3,4,1,1
3631,17278.0,241,1,246.04,1,1,1
440,12908.0,58,4,246.0,2,3,1
3278,16778.0,74,2,245.94,2,2,1
3998,17771.0,56,2,245.81,2,2,1
260,12660.0,11,1,245.1,4,1,1
2045,15118.0,134,1,244.8,2,1,1
3143,16601.0,40,1,244.8,3,1,1
3093,16528.0,3,1,244.41,4,1,1
4083,17892.0,56,3,244.1,2,3,1
4107,17925.0,372,1,244.08,1,1,1
580,13103.0,39,1,243.94,3,1,1
3289,16793.0,57,1,243.84,2,1,1
2735,16048.0,85,3,243.69,2,3,1
1149,13886.0,71,1,243.56,2,1,1
2433,15634.0,17,1,243.55,3,1,1
3670,17339.0,94,2,243.36,2,2,1
4096,17908.0,373,1,243.28,1,1,1
1704,14647.0,201,1,243.22,1,1,1
2865,16215.0,80,1,242.35,2,1,1
2943,16330.0,17,4,242.21,3,3,1
2541,15776.0,133,1,241.62,2,1,1
1612,14523.0,108,1,241.09,2,1,1
3019,16427.0,263,2,241.06,1,2,1
2174,15286.0,49,1,240.55,3,1,1
2075,15154.0,74,2,240.27,2,2,1
917,13565.0,19,2,240.22,3,2,1
3620,17256.0,107,2,240.0,2,2,1
3566,17181.0,57,2,239.92,2,2,1
2477,15690.0,4,2,239.76,4,2,1
921,13570.0,243,1,239.49,1,1,1
3932,17684.0,43,1,239.41,3,1,1
3258,16756.0,214,1,239.4,1,1,1
4360,18270.0,38,3,238.95,3,3,1
173,12561.0,302,1,238.85,1,1,1
2598,15850.0,19,2,238.85,3,2,1
306,12718.0,71,1,238.25,2,1,1
4069,17877.0,170,1,237.61,1,1,1
2301,15457.0,262,1,237.07,1,1,1
4179,18024.0,152,3,236.78,1,3,1
319,12732.0,179,1,236.26,1,1,1
2720,16026.0,43,1,236.09,3,1,1
644,13187.0,337,1,236.02,1,1,1
2406,15598.0,35,3,235.68,3,3,1
2304,15462.0,94,3,234.6,2,3,1
1571,14473.0,74,2,234.34,2,2,1
3482,17060.0,266,1,234.24,1,1,1
3413,16961.0,116,1,234.17,2,1,1
323,12736.0,332,1,234.0,1,1,1
2319,15483.0,161,4,233.81,1,3,1
762,13348.0,64,1,233.76,2,1,1
3129,16583.0,373,1,233.45,1,1,1
1947,14995.0,38,2,233.23,3,2,1
994,13678.0,151,1,232.6,1,1,1
4315,18213.0,236,1,232.48,1,1,1
3420,16971.0,2,2,232.21,4,2,1
2786,16117.0,189,1,232.21,1,1,1
2153,15257.0,281,2,232.15,1,2,1
2252,15393.0,16,2,231.86,4,2,1
3171,16641.0,105,1,231.1,2,1,1
2936,16321.0,72,7,230.7,2,4,1
2612,15866.0,101,1,230.53,2,1,1
3032,16445.0,33,1,230.51,3,1,1
1073,13786.0,367,1,230.4,1,1,1
3385,16926.0,371,1,230.25,1,1,1
1202,13960.0,21,2,230.22,3,2,1
1456,14311.0,225,2,229.71,1,2,1
370,12812.0,44,1,229.64,3,1,1
847,13474.0,236,1,229.59,1,1,1
2354,15528.0,254,1,229.33,1,1,1
3677,17347.0,86,1,228.96,2,1,1
613,13146.0,26,1,228.91,3,1,1
1019,13712.0,246,1,228.84,1,1,1
557,13070.0,192,1,228.8,1,1,1
4141,17969.0,166,2,228.2,1,2,1
3092,16527.0,81,1,228.06,2,1,1
1649,14569.0,1,1,227.39,4,1,1
3584,17212.0,253,1,226.85,1,1,1
3847,17572.0,71,4,226.75,2,3,1
2930,16315.0,330,1,226.37,1,1,1
3277,16777.0,80,2,226.35,2,2,1
4010,17789.0,281,1,225.9,1,1,1
269,12672.0,329,1,225.9,1,1,1
1685,14624.0,57,2,225.85,2,2,1
1490,14357.0,43,1,225.77,3,1,1
44,12402.0,323,1,225.6,1,1,1
1269,14052.0,19,1,225.36,3,1,1
3132,16587.0,232,1,225.15,1,1,1
3558,17171.0,289,1,224.91,1,1,1
2089,15175.0,71,1,224.14,2,1,1
3053,16471.0,274,1,223.95,1,1,1
3255,16753.0,58,1,223.92,2,1,1
1905,14929.0,32,1,223.88,3,1,1
1174,13926.0,23,1,223.85,3,1,1
4232,18101.0,11,2,223.65,4,2,1
2435,15637.0,52,1,223.36,2,1,1
3820,17534.0,53,1,223.36,2,1,1
787,13382.0,280,1,222.99,1,1,1
2630,15897.0,194,2,222.05,1,2,1
1670,14598.0,44,1,221.97,3,1,1
1925,14960.0,8,2,221.27,4,2,1
2991,16392.0,269,1,221.19,1,1,1
810,13419.0,63,1,221.06,2,1,1
2551,15790.0,10,1,220.85,4,1,1
4181,18030.0,4,3,220.7,4,3,1
3061,16482.0,15,1,220.62,4,1,1
562,13079.0,4,5,220.1,4,4,1
4242,18114.0,290,1,220.1,1,1,1
943,13600.0,312,1,219.52,1,1,1
2025,15096.0,42,1,219.39,3,1,1
3361,16895.0,64,1,219.14,2,1,1
292,12702.0,19,1,219.0,3,1,1
1377,14205.0,10,4,218.78,4,3,1
989,13669.0,50,2,218.55,2,2,1
3881,17619.0,312,1,218.52,1,1,1
817,13428.0,10,1,218.47,4,1,1
183,12574.0,315,1,218.45,1,1,1
1650,14570.0,280,2,218.06,1,2,1
3167,16634.0,222,2,217.9,1,2,1
2374,15554.0,277,1,217.2,1,1,1
1039,13739.0,18,1,216.9,3,1,1
872,13503.0,71,1,216.85,2,1,1
2303,15460.0,354,1,216.76,1,1,1
435,12897.0,204,2,216.5,1,2,1
2411,15604.0,52,1,216.39,2,1,1
3748,17436.0,1,2,216.3,4,2,1
1306,14104.0,154,2,216.21,1,2,1
1125,13858.0,57,1,216.17,2,1,1
2835,16179.0,60,1,215.83,2,1,1
1992,15052.0,319,1,215.78,1,1,1
3853,17580.0,252,3,215.72,1,3,1
1574,14476.0,257,1,215.7,1,1,1
2845,16189.0,15,2,215.48,4,2,1
3087,16519.0,25,2,215.08,3,2,1
2846,16190.0,40,1,215.08,3,1,1
386,12831.0,262,1,215.05,1,1,1
196,12588.0,39,1,214.9,3,1,1
2947,16338.0,157,1,214.8,1,1,1
3006,16411.0,19,2,214.65,3,2,1
3329,16846.0,50,1,214.32,2,1,1
1810,14793.0,4,2,214.14,4,2,1
3175,16647.0,169,2,214.06,1,2,1
1672,14601.0,10,1,213.96,4,1,1
955,13621.0,116,1,213.85,2,1,1
3545,17153.0,24,1,213.78,3,1,1
1409,14241.0,183,1,213.7,1,1,1
805,13411.0,107,1,213.55,2,1,1
3134,16591.0,68,1,213.5,2,1,1
2363,15540.0,11,1,213.3,4,1,1
1943,14984.0,19,2,213.27,3,2,1
3362,16897.0,299,3,213.03,1,3,1
4302,18193.0,150,3,212.96,1,3,1
2922,16302.0,107,2,212.82,2,2,1
4109,17928.0,45,2,212.54,3,2,1
2503,15724.0,201,3,212.3,1,3,1
2712,16017.0,47,1,211.88,3,1,1
2486,15703.0,264,1,211.5,1,1,1
3010,16415.0,44,1,210.35,3,1,1
2963,16356.0,197,4,210.32,1,3,1
897,13532.0,33,1,210.31,3,1,1
1105,13828.0,22,1,209.49,3,1,1
4051,17855.0,372,1,208.97,1,1,1
2205,15327.0,52,1,208.75,2,1,1
3804,17514.0,128,1,208.65,2,1,1
3207,16690.0,43,3,208.63,3,3,1
3376,16914.0,36,1,208.46,3,1,1
3042,16457.0,218,1,208.36,1,1,1
162,12547.0,197,2,207.8,1,2,1
4300,18191.0,261,1,207.8,1,1,1
3342,16866.0,140,3,207.74,2,3,1
2938,16323.0,196,1,207.5,1,1,1
3254,16752.0,372,1,207.5,1,1,1
4105,17923.0,282,1,207.5,1,1,1
577,13099.0,99,1,207.36,2,1,1
2650,15925.0,194,1,207.15,1,1,1
2575,15820.0,319,1,206.98,1,1,1
4252,18126.0,60,1,206.83,2,1,1
1929,14964.0,247,1,206.21,1,1,1
4239,18110.0,19,2,206.05,3,2,1
552,13065.0,373,1,205.86,1,1,1
3920,17670.0,227,1,205.7,1,1,1
4043,17843.0,303,1,205.48,1,1,1
2190,15307.0,95,1,205.3,2,1,1
2530,15758.0,24,1,205.25,3,1,1
881,13513.0,126,1,205.1,2,1,1
2199,15319.0,283,1,204.5,1,1,1
3156,16619.0,253,2,204.41,1,2,1
3582,17206.0,53,1,204.24,2,1,1
4362,18273.0,2,3,204.0,4,3,1
520,13017.0,7,1,204.0,4,1,1
3569,17187.0,226,1,203.95,1,1,1
4080,17889.0,212,2,203.87,1,2,1
3715,17394.0,219,1,203.87,1,1,1
4082,17891.0,162,1,203.86,1,1,1
3701,17376.0,70,2,203.2,2,2,1
2502,15723.0,364,1,203.1,1,1,1
1502,14381.0,52,1,202.68,2,1,1
4282,18169.0,60,1,202.65,2,1,1
1505,14385.0,9,3,202.11,4,3,1
2219,15347.0,366,1,201.6,1,1,1
3415,16965.0,226,1,201.19,1,1,1
1126,13859.0,326,1,201.16,1,1,1
503,12995.0,77,2,200.72,2,2,1
697,13262.0,263,1,200.29,1,1,1
2286,15437.0,262,1,200.16,1,1,1
1215,13980.0,60,1,200.14,2,1,1
1803,14782.0,319,1,200.1,1,1,1
1028,13723.0,217,1,199.85,1,1,1
2402,15593.0,70,1,199.8,2,1,1
743,13322.0,17,1,199.48,3,1,1
3706,17383.0,4,1,199.29,4,1,1
3318,16832.0,184,3,199.15,1,3,1
4155,17987.0,185,1,198.57,1,1,1
720,13295.0,359,2,197.95,1,2,1
2834,16178.0,138,1,197.9,2,1,1
85,12450.0,156,2,197.88,1,2,1
189,12581.0,39,1,197.71,3,1,1
1365,14185.0,331,1,197.65,1,1,1
1807,14789.0,28,1,197.64,3,1,1
3646,17301.0,21,1,197.63,3,1,1
3316,16829.0,156,1,197.22,1,1,1
1837,14830.0,53,1,197.13,2,1,1
1451,14304.0,222,2,197.1,1,2,1
2133,15234.0,276,1,197.0,1,1,1
823,13436.0,1,1,196.89,4,1,1
1213,13978.0,14,2,196.79,4,2,1
715,13284.0,322,2,196.15,1,2,1
3913,17660.0,141,1,196.0,2,1,1
2781,16112.0,143,4,195.74,1,3,1
1077,13792.0,66,2,195.55,2,2,1
1719,14666.0,24,1,195.25,3,1,1
2419,15612.0,36,2,195.15,3,2,1
1303,14100.0,137,1,194.9,2,1,1
3356,16887.0,35,1,194.88,3,1,1
3777,17475.0,79,1,194.37,2,1,1
364,12797.0,360,3,194.18,1,3,1
2474,15683.0,117,1,193.75,2,1,1
2105,15198.0,92,2,193.64,2,2,1
3673,17343.0,355,1,193.64,1,1,1
3330,16847.0,43,1,193.44,3,1,1
3872,17608.0,33,2,193.42,3,2,1
1821,14806.0,75,1,193.39,2,1,1
1817,14801.0,61,1,193.14,2,1,1
919,13568.0,173,1,192.85,1,1,1
143,12522.0,39,2,192.72,3,2,1
359,12791.0,373,1,192.6,1,1,1
2639,15909.0,173,1,191.94,1,1,1
1931,14966.0,14,1,191.32,4,1,1
4156,17988.0,11,8,191.17,4,4,1
2479,15692.0,28,1,191.04,3,1,1
3601,17233.0,35,1,190.88,3,1,1
530,13033.0,357,1,190.55,1,1,1
2267,15412.0,171,1,190.53,1,1,1
1595,14501.0,64,3,190.31,2,3,1
1208,13972.0,70,2,190.25,2,2,1
4076,17885.0,12,1,190.19,4,1,1
14,12361.0,287,1,189.9,1,1,1
3556,17166.0,38,3,189.49,3,3,1
985,13663.0,179,1,189.47,1,1,1
4193,18045.0,45,1,189.4,3,1,1
3035,16448.0,198,1,188.89,1,1,1
1740,14697.0,218,2,188.61,1,2,1
433,12893.0,30,1,188.14,3,1,1
4004,17781.0,159,2,188.02,1,2,1
1760,14722.0,147,1,187.92,1,1,1
3632,17279.0,57,1,187.83,2,1,1
3365,16900.0,11,5,187.69,4,4,1
4171,18013.0,155,2,187.29,1,2,1
2792,16124.0,316,2,187.15,1,2,1
3938,17693.0,136,3,187.02,2,3,1
1637,14551.0,18,2,186.23,3,2,1
2382,15567.0,18,1,186.01,3,1,1
242,12641.0,115,1,185.9,2,1,1
3849,17574.0,242,1,185.65,1,1,1
3445,17010.0,16,2,185.46,3,2,1
1374,14199.0,218,1,185.4,1,1,1
2768,16097.0,240,1,185.05,1,1,1
853,13482.0,232,1,184.64,1,1,1
3930,17680.0,23,1,184.4,3,1,1
3025,16433.0,28,1,184.26,3,1,1
2051,15124.0,22,2,184.19,3,2,1
3199,16680.0,43,1,183.7,3,1,1
1275,14059.0,266,1,183.6,1,1,1
837,13460.0,29,2,183.44,3,2,1
547,13059.0,249,1,183.4,1,1,1
2519,15746.0,134,2,182.96,2,2,1
3999,17772.0,10,2,182.77,4,2,1
1291,14082.0,364,1,182.25,1,1,1
1294,14087.0,2,2,181.67,4,2,1
4246,18119.0,367,1,181.12,1,1,1
2624,15886.0,60,1,181.09,2,1,1
3137,16594.0,75,1,181.09,2,1,1
2661,15945.0,365,1,181.0,1,1,1
2180,15292.0,201,1,180.94,1,1,1
3321,16835.0,128,2,180.85,2,2,1
4367,18280.0,277,1,180.6,1,1,1
1017,13710.0,31,1,180.48,3,1,1
1981,15041.0,170,1,180.35,1,1,1
227,12622.0,232,1,180.1,1,1,1
194,12586.0,17,2,179.94,3,2,1
4267,18147.0,45,2,179.34,3,2,1
2629,15895.0,149,1,179.17,1,1,1
2299,15454.0,362,1,179.1,1,1,1
1748,14705.0,198,1,179.0,1,1,1
3433,16990.0,218,1,179.0,1,1,1
2062,15139.0,239,2,178.96,1,2,1
3157,16620.0,3,2,178.96,4,2,1
2157,15262.0,323,1,178.95,1,1,1
4093,17904.0,21,2,178.92,3,2,1
1068,13778.0,103,1,178.7,2,1,1
4071,17879.0,173,1,178.52,1,1,1
513,13008.0,323,2,178.47,1,2,1
705,13271.0,37,2,178.26,3,2,1
3617,17253.0,18,1,178.26,3,1,1
3684,17356.0,311,1,178.22,1,1,1
954,13618.0,173,1,177.34,1,1,1
223,12618.0,21,1,177.31,3,1,1
558,13072.0,266,1,177.15,1,1,1
3750,17440.0,147,5,177.1,1,4,1
452,12923.0,64,1,176.97,2,1,1
4123,17947.0,37,1,176.68,3,1,1
